kd,p_AS_rank,p_EU_rank,p_NA_rank,p_currentmmr,p_currentrank,p_headshotacc,p_id,p_level,p_name,p_platform,p_skillrating,p_user,position,verified
150,0,20,0,5271,20,45200000,5a459e9b-7a37-4c4b-882b-f6e40bf95d3f,137,FastASfxck-,uplay,10068,5a459e9b-7a37-4c4b-882b-f6e40bf95d3f,100,0
217,20,0,0,7514,20,40360000,6af80dfd-f95c-42a8-b979-7ab31597ef63,212,Matthew.Alter,uplay,10848,6af80dfd-f95c-42a8-b979-7ab31597ef63,1,0
141,20,0,0,7348,20,38610000,ae97d82e-c600-4a2a-9583-7dcdfa10ecc6,136,NoMooKun.casual,uplay,11673,ae97d82e-c600-4a2a-9583-7dcdfa10ecc6,2,0
148,20,0,0,7300,20,40690000,3f16b29e-495a-4f2e-b220-70c251f0722f,316,lIIIIIlllIl.LBP,uplay,10514,3f16b29e-495a-4f2e-b220-70c251f0722f,3,0
119,20,0,0,7184,20,40960000,b2b4c296-0208-4a0a-a099-d762b250ce88,291,X-x-Ivan-x-X,uplay,9829,b2b4c296-0208-4a0a-a099-d762b250ce88,4,0
171,20,0,6,6307,20,48400000,35a436b0-15ae-4948-8a34-9f03ace98415,135,AIicia.,uplay,9989,35a436b0-15ae-4948-8a34-9f03ace98415,5,0
148,20,12,13,6079,20,43550000,b6534c1f-a063-4e1d-9a6d-70281b0fa0f1,623,Eddie-NICE,uplay,9952,b6534c1f-a063-4e1d-9a6d-70281b0fa0f1,6,0
172,20,0,0,5973,20,54660000,cc629cee-b307-4296-b895-2f589c4286c7,189,Amber-549,uplay,10857,cc629cee-b307-4296-b895-2f589c4286c7,7,0
125,20,0,13,5945,20,33900000,75f231ef-2e38-47b2-b442-4a4123489b83,191,DontBro.,uplay,9695,75f231ef-2e38-47b2-b442-4a4123489b83,8,0
110,20,0,0,5917,20,42200000,2a764e6c-8199-4fe8-b0fa-35cf18e0b313,178,MISAKI_08.27-,uplay,9896,2a764e6c-8199-4fe8-b0fa-35cf18e0b313,9,0
388,20,14,0,5890,20,72220000,9007ae6f-cd0d-410c-bb41-dbe8410614de,121,lIllIIIIllIIl,uplay,11107,9007ae6f-cd0d-410c-bb41-dbe8410614de,10,0
132,20,0,0,5867,20,46630000,e9c9c4c6-8996-498f-abf8-6aef61f9b4d9,151,GKoz.,uplay,10408,e9c9c4c6-8996-498f-abf8-6aef61f9b4d9,11,0
329,20,0,0,5858,20,40380000,6ea42d71-8f50-4e9e-befd-808622d996dc,170,Nightmare-Zafki,uplay,11427,6ea42d71-8f50-4e9e-befd-808622d996dc,12,0
159,20,0,20,6013,20,43540000,30c7bfcc-87fb-48d0-8f18-80b8fb8f80f3,216,Raclis.,uplay,9831,30c7bfcc-87fb-48d0-8f18-80b8fb8f80f3,13,0
125,20,0,0,5841,20,29870000,5795ec78-1626-4caa-8d83-4303bdeedacd,267,Peter.Muller,uplay,10464,5795ec78-1626-4caa-8d83-4303bdeedacd,14,0
163,20,0,16,5830,20,45980000,9db66a6d-b608-4800-a884-0cc72d809f62,407,JaekDow.,uplay,9589,9db66a6d-b608-4800-a884-0cc72d809f62,15,0
112,20,14,0,5809,20,42140000,92643184-582c-4bf1-809a-1e2d6c7f46cc,234,LoliconKing_Tum,uplay,9346,92643184-582c-4bf1-809a-1e2d6c7f46cc,16,0
276,20,0,0,5808,20,45910000,829a1e3e-f035-4b3e-b54f-822208fca7c5,121,Taina.Pereira,uplay,11101,829a1e3e-f035-4b3e-b54f-822208fca7c5,17,0
116,20,0,14,5779,20,47610000,614f909a-0c0d-405f-bd55-c94d37e1293a,121,Edelstein00,uplay,9728,614f909a-0c0d-405f-bd55-c94d37e1293a,18,0
156,20,0,17,5705,20,46690000,72edc0e0-6b95-4c77-b6a4-6b987cb861c3,379,Deadpool.NEX,uplay,9937,72edc0e0-6b95-4c77-b6a4-6b987cb861c3,19,0
217,20,0,0,5693,20,43760000,0aadfb10-d585-4398-8561-b680cbbfe6e7,215,QSPEK,uplay,10754,0aadfb10-d585-4398-8561-b680cbbfe6e7,20,0
209,20,7,20,5675,20,43850000,e834f4a3-8d7e-4e3b-915d-5418b10fd843,279,HaRLey.LvNts,uplay,9792,e834f4a3-8d7e-4e3b-915d-5418b10fd843,21,0
121,20,0,0,5624,20,34760000,23de9afb-94c2-4c33-a0d0-9a8300a91692,189,irfanbroski,uplay,10167,23de9afb-94c2-4c33-a0d0-9a8300a91692,22,0
153,20,0,0,5624,20,48310000,46d59995-75a7-421b-8174-24e5a1cb22f9,402,SweetBlack.C9,uplay,9745,46d59995-75a7-421b-8174-24e5a1cb22f9,23,0
189,20,0,0,5620,20,43700000,11cd0352-3470-4d96-8ba0-9936d9dd95c7,279,Milim.,uplay,10323,11cd0352-3470-4d96-8ba0-9936d9dd95c7,24,0
167,20,20,18,5592,20,41430000,51af6433-9485-438b-b0fc-87bedf9c78d0,229,SpaceHead.,uplay,9919,51af6433-9485-438b-b0fc-87bedf9c78d0,25,0
186,20,0,0,5586,20,42610000,2bcd15eb-caf6-468d-b21d-c08e32a53633,174,Chipuuri,uplay,9906,2bcd15eb-caf6-468d-b21d-c08e32a53633,26,0
122,20,0,0,5578,20,45450000,a9e9cda8-ed17-4b7c-8ec9-31d4d2caf8b9,326,Nova.C9,uplay,9507,a9e9cda8-ed17-4b7c-8ec9-31d4d2caf8b9,27,0
201,20,0,0,5566,20,41160000,e6553f0c-3b7e-4754-938e-45873667c8cc,127,WeRiseA-CavGOD,uplay,10302,e6553f0c-3b7e-4754-938e-45873667c8cc,28,0
344,20,0,0,5558,20,36780000,7ddffc3e-8a84-4163-8a46-e4444978875a,122,Taka.Ori,uplay,11341,7ddffc3e-8a84-4163-8a46-e4444978875a,29,0
148,20,0,0,5542,20,52340000,89fd84b2-3533-4f1c-859a-fc19594106d3,178,KaK-_-_-,uplay,9757,89fd84b2-3533-4f1c-859a-fc19594106d3,30,0
155,20,0,0,5542,20,40890000,febe67d3-58bd-4839-a144-1f28c907f618,334,Pepsi_my_Waifu,uplay,9901,febe67d3-58bd-4839-a144-1f28c907f618,31,0
176,20,0,0,5517,20,46600000,531b76d7-89ed-49ad-8517-d829e5df6fd0,217,mip4is.BG,uplay,9895,531b76d7-89ed-49ad-8517-d829e5df6fd0,32,0
226,20,0,0,5509,20,51330000,b3b0db42-c3a8-4bba-b31c-67fce05dc600,227,malunyan,uplay,10413,b3b0db42-c3a8-4bba-b31c-67fce05dc600,33,0
131,20,0,0,5505,20,45250000,384953b3-3b06-4410-abe0-222c6e20368f,166,rogue_167,uplay,10400,384953b3-3b06-4410-abe0-222c6e20368f,34,0
166,20,0,20,6486,20,54950000,acb9b554-30d2-4519-b64c-9d6d6d511675,340,Pi3troll,uplay,9940,acb9b554-30d2-4519-b64c-9d6d6d511675,35,0
102,20,0,0,5463,20,38870000,5c34c690-b4c8-4f4f-8f8f-4ac83b86ffbf,169,White.athlete,uplay,8479,5c34c690-b4c8-4f4f-8f8f-4ac83b86ffbf,36,0
156,20,0,0,5460,20,39300000,dd26d859-1201-47c9-a2c7-8dcd93822cf3,133,Goodbye2DingMu.,uplay,9775,dd26d859-1201-47c9-a2c7-8dcd93822cf3,37,0
145,20,0,0,5454,20,44390000,be9d6e8d-9292-4eea-a027-f9ea9996c5e8,263,Lycolis,uplay,9753,be9d6e8d-9292-4eea-a027-f9ea9996c5e8,38,0
53,20,0,14,5447,20,36770000,dcf9ada1-a52e-4bf3-803f-e65de973e7c7,142,aikoshan.Avd,uplay,8617,dcf9ada1-a52e-4bf3-803f-e65de973e7c7,39,0
167,20,0,18,5443,20,47390000,66390fac-4803-4332-a59c-70b601f9927b,162,coppernxt.-,uplay,10817,66390fac-4803-4332-a59c-70b601f9927b,40,0
71,20,5,17,5437,20,37380000,73ec558a-ac37-4df2-bfbc-5d65145135d3,189,Megumi.Kato.,uplay,8911,73ec558a-ac37-4df2-bfbc-5d65145135d3,41,0
198,20,0,0,5430,20,40440000,a01bc0d3-0e0e-41b7-8582-2b7625760d26,148,Eagle.yep,uplay,10998,a01bc0d3-0e0e-41b7-8582-2b7625760d26,42,0
145,20,15,0,5428,20,42520000,5d4acb46-f8ff-473e-a25f-263324dece4f,175,pengu.th,uplay,9995,5d4acb46-f8ff-473e-a25f-263324dece4f,43,0
139,20,0,20,5427,20,46010000,b5e7e023-8205-46b1-b6d5-060b9f9045f8,183,SpIatoon,uplay,9878,b5e7e023-8205-46b1-b6d5-060b9f9045f8,44,0
144,20,0,0,5422,20,47950000,d0e89837-73d2-444b-8847-c3aaf22c5d14,273,SyAil.,uplay,9566,d0e89837-73d2-444b-8847-c3aaf22c5d14,45,0
194,20,0,17,5394,20,58660000,30ff780d-b4e9-417d-a161-12178570451f,122,ac12a,uplay,10477,30ff780d-b4e9-417d-a161-12178570451f,46,0
174,20,0,0,5380,20,45750000,d28e910f-960c-48ae-9784-9c8e9d2da0fc,328,Anitun.CAG,uplay,9896,d28e910f-960c-48ae-9784-9c8e9d2da0fc,47,0
172,20,0,19,5366,20,49090000,c96eac9e-bcbd-456d-bb15-f59a97cb0623,339,Reeps96_vT,uplay,9952,c96eac9e-bcbd-456d-bb15-f59a97cb0623,48,0
162,20,0,0,5366,20,30960000,e5529700-c272-4392-921c-8b29d9f4da8b,257,Snaked.-,uplay,9801,e5529700-c272-4392-921c-8b29d9f4da8b,49,0
170,20,0,16,5357,20,60980000,f8be2dcc-18be-4909-9c7f-634fd273664a,143,EdKid.HeroZ,uplay,10068,f8be2dcc-18be-4909-9c7f-634fd273664a,50,0
150,20,0,0,5356,20,52340000,f78b0a8f-742f-4752-b050-e4ec1a6a442a,150,KMP-Alloy,uplay,11097,f78b0a8f-742f-4752-b050-e4ec1a6a442a,51,0
168,20,19,0,5351,20,52410000,3acac38c-44f6-4de1-8dd4-cccd68715b81,313,Virtue.FNC,uplay,9847,3acac38c-44f6-4de1-8dd4-cccd68715b81,52,0
146,20,0,0,5343,20,41600000,29d587a7-72a2-496e-91f6-7fbfe919ccf3,188,Mangoz-_-,uplay,9998,29d587a7-72a2-496e-91f6-7fbfe919ccf3,53,0
113,20,0,20,5342,20,40780000,5fd15442-0bc0-43ad-81d1-b1fc19f4dc49,295,GiveMeUrPing,uplay,10750,5fd15442-0bc0-43ad-81d1-b1fc19f4dc49,54,0
138,20,17,19,5341,20,52560000,56faf03c-4433-4adc-8cd7-5684f3fa9aa7,301,DaXian.,uplay,9625,56faf03c-4433-4adc-8cd7-5684f3fa9aa7,55,0
166,20,0,17,5337,20,33890000,3b2160fe-208e-4959-a01b-e95d494b8576,291,BlacKKK.WP,uplay,10046,3b2160fe-208e-4959-a01b-e95d494b8576,56,0
149,20,0,0,5330,20,54350000,adbbf380-bec6-485b-8c53-a82821b2eb0a,151,SATOSHI_.,uplay,9790,adbbf380-bec6-485b-8c53-a82821b2eb0a,57,0
140,20,0,0,5312,20,55170000,0a80319c-0be6-45e0-8deb-d571a93dde58,214,speca.FNC,uplay,9585,0a80319c-0be6-45e0-8deb-d571a93dde58,58,0
153,20,0,0,5309,20,44160000,7dea8c7f-3cb5-4418-8d68-7cadd86b794f,248,Rollbq_GF,uplay,10037,7dea8c7f-3cb5-4418-8d68-7cadd86b794f,59,0
166,20,17,17,5308,20,33130000,c26e7bfd-dcdb-4284-aeb1-7f74fa5d87cf,238,GuGu-3-.SAGA,uplay,9864,c26e7bfd-dcdb-4284-aeb1-7f74fa5d87cf,60,0
144,20,0,0,5285,20,36370000,eedef1bd-142b-488f-b51c-50f0328b780e,271,Scatman.-,uplay,9679,eedef1bd-142b-488f-b51c-50f0328b780e,61,0
177,20,0,17,5283,20,50850000,decac248-cfab-4c2c-8467-fc1a3ba2a797,333,AyanePC60Hz.DrS,uplay,10064,decac248-cfab-4c2c-8467-fc1a3ba2a797,62,0
149,20,0,0,5281,20,42300000,985b3950-d460-40d6-a230-6cd1ccd58d30,236,Augu5t.,uplay,9564,985b3950-d460-40d6-a230-6cd1ccd58d30,63,0
216,20,0,16,5268,20,44310000,ffe0b835-62f9-42eb-a77d-af12406b4b67,190,Beaulo.Bz,uplay,10239,ffe0b835-62f9-42eb-a77d-af12406b4b67,64,0
160,20,17,16,5268,20,57580000,4215606a-a902-464b-be44-036f69653efc,369,BestWickR6s,uplay,9869,4215606a-a902-464b-be44-036f69653efc,65,0
134,20,0,0,5252,20,39690000,332de0ff-ea89-4ab4-9536-b244f5fb8cb5,220,Nero.Mx,uplay,9633,332de0ff-ea89-4ab4-9536-b244f5fb8cb5,66,0
153,20,0,0,5250,20,48780000,e00e2d07-aa6b-4b45-9ac7-c0f3d0b39d32,345,My5ticalTim,uplay,9577,e00e2d07-aa6b-4b45-9ac7-c0f3d0b39d32,67,0
180,20,0,0,5246,20,49860000,452f2bbb-8132-4140-b91b-7e5925b8578e,374,FxaaEye,uplay,10203,452f2bbb-8132-4140-b91b-7e5925b8578e,68,0
147,20,0,0,5241,20,49870000,fe4828ff-c1ca-4f5d-8554-43dd151355b2,224,Lonely.-,uplay,9794,fe4828ff-c1ca-4f5d-8554-43dd151355b2,69,0
111,20,0,0,5241,20,43380000,ba458b7e-14e1-428e-8bee-f48f707ed5cd,146,SaberIily,uplay,10682,ba458b7e-14e1-428e-8bee-f48f707ed5cd,70,0
155,20,0,0,5237,20,45440000,ea48ecce-8751-4fe0-9461-3323ab35ab5e,223,Lily.GG,uplay,9785,ea48ecce-8751-4fe0-9461-3323ab35ab5e,71,0
144,20,0,0,5236,20,42370000,7e26da46-720d-4bf6-ab41-45ec284e95bf,177,LangD.GJR,uplay,10486,7e26da46-720d-4bf6-ab41-45ec284e95bf,72,0
159,20,0,0,5235,20,41450000,ead68f70-3346-45c2-8036-3b7d66acd00c,250,Saver.Latency,uplay,9815,ead68f70-3346-45c2-8036-3b7d66acd00c,73,0
119,20,0,0,5214,20,39060000,aef62f61-2834-4912-b260-a77559e690ef,256,Roldinii.NEX,uplay,9446,aef62f61-2834-4912-b260-a77559e690ef,74,0
144,20,0,0,5190,20,48880000,69353f2a-37e5-4020-961f-471d0d0175e4,232,MiYeon131-,uplay,9824,69353f2a-37e5-4020-961f-471d0d0175e4,75,0
85,20,0,0,5187,20,27810000,61c8d49e-7db6-461d-951d-a31c137553d0,175,M4_SaKuraEX,uplay,8793,61c8d49e-7db6-461d-951d-a31c137553d0,76,0
154,20,0,0,5180,20,40520000,c95b0d87-64a6-4bf2-8d6e-f83b855a2ad5,179,Natasha.-.,uplay,9727,c95b0d87-64a6-4bf2-8d6e-f83b855a2ad5,77,0
101,20,0,0,5179,20,37710000,f06bd83d-bea9-4a2f-9fe5-fe145300ea0d,192,EZxc.Ai2,uplay,10096,f06bd83d-bea9-4a2f-9fe5-fe145300ea0d,78,0
163,20,0,14,5141,20,37500000,7a55f2f7-1c01-48e0-b674-e04f17feaf36,150,KKAE-,uplay,9920,7a55f2f7-1c01-48e0-b674-e04f17feaf36,79,0
127,20,0,0,5135,20,41620000,58c29548-f751-40ae-b312-09e28352680a,228,Mizu.Lese,uplay,9486,58c29548-f751-40ae-b312-09e28352680a,80,0
126,20,0,0,5123,20,39280000,70286908-20b8-4b23-8ebf-42bd14c0f958,263,JamesBoy.,uplay,9596,70286908-20b8-4b23-8ebf-42bd14c0f958,81,0
142,20,0,0,5120,20,48310000,f5ddcaca-eb99-4eec-bf4e-7692175529d5,135,YOUWANTKILL,uplay,9630,f5ddcaca-eb99-4eec-bf4e-7692175529d5,82,0
128,20,0,18,5113,20,44420000,e790a31f-638c-4bed-a935-d9f0bc586c32,267,Nio.E2,uplay,9622,e790a31f-638c-4bed-a935-d9f0bc586c32,83,0
134,20,0,0,5111,20,39600000,133acae1-bfd9-47b6-b0ca-c1bef065a533,257,Danny.OrZ,uplay,9720,133acae1-bfd9-47b6-b0ca-c1bef065a533,84,0
114,20,0,0,5104,20,46890000,05b41779-37c0-4160-b766-71db5d437a8f,168,LoveYiRan.GJR,uplay,9833,05b41779-37c0-4160-b766-71db5d437a8f,85,0
128,20,0,17,5101,20,51800000,b1dfdfd2-26a6-446e-b1c1-a017a26f95a2,391,sprshu,uplay,9676,b1dfdfd2-26a6-446e-b1c1-a017a26f95a2,86,0
129,20,0,0,5099,20,36070000,4520d97d-9770-497c-a502-f33eae081c45,170,Kuihua.MFL,uplay,9087,4520d97d-9770-497c-a502-f33eae081c45,87,0
138,20,0,0,5097,20,45620000,73f7fdc4-2732-4d78-b570-0b50d79be3bc,227,Amew.SoTS,uplay,9664,73f7fdc4-2732-4d78-b570-0b50d79be3bc,88,0
168,20,0,0,5094,20,47000000,271584b2-0ffc-4548-a494-76dba4abdf9f,148,Elias_____,uplay,9747,271584b2-0ffc-4548-a494-76dba4abdf9f,89,0
207,20,0,17,5094,20,46820000,1a16f2cf-7bdf-4c0f-aff5-a1b103c2814e,197,spr1Ron.GA,uplay,10015,1a16f2cf-7bdf-4c0f-aff5-a1b103c2814e,90,0
133,20,0,19,5091,20,43180000,917bb1e1-5419-45b0-a1c2-72c9aabcb63e,305,igNItE.Ask,uplay,9909,917bb1e1-5419-45b0-a1c2-72c9aabcb63e,91,0
124,20,0,18,5077,20,49410000,6427605b-f980-4e9b-acec-0c093cf9910c,277,Arnie.AJ,uplay,9399,6427605b-f980-4e9b-acec-0c093cf9910c,92,0
130,20,0,0,5066,20,44390000,f54d247e-4d9d-44df-b06d-6487144b5096,307,WARBARK.NEX,uplay,9520,f54d247e-4d9d-44df-b06d-6487144b5096,93,0
112,20,0,0,5061,20,43960000,dc6683be-efb1-49c1-9800-9d5f62ef5e5b,217,KneeBl0w.,uplay,9245,dc6683be-efb1-49c1-9800-9d5f62ef5e5b,94,0
116,20,0,0,5059,20,38310000,72a19a29-d04f-4e5e-ae63-f9d94cbbf359,259,OneMoreChance.,uplay,9760,72a19a29-d04f-4e5e-ae63-f9d94cbbf359,95,0
131,20,0,0,5058,20,32440000,7e203549-aa30-48f7-a58c-8ee9cf73be16,301,THE.REALNOOB,uplay,9721,7e203549-aa30-48f7-a58c-8ee9cf73be16,96,0
136,20,20,15,5058,20,53560000,b376d9a9-07bb-43e1-8f2c-718b475a5afa,350,BellyRub,uplay,9521,b376d9a9-07bb-43e1-8f2c-718b475a5afa,97,0
150,20,0,0,5053,20,48220000,8c08ba63-6f27-45a8-949f-366104cdc527,310,James79.,uplay,10159,8c08ba63-6f27-45a8-949f-366104cdc527,98,0
140,20,0,0,5048,20,40750000,bfe309c9-f773-48bb-8ee3-de4631cc8a6f,273,Santafe.-,uplay,9570,bfe309c9-f773-48bb-8ee3-de4631cc8a6f,99,0
153,20,0,0,5046,20,53310000,1d258358-25c5-4d60-b333-1938e2fa8d4a,144,CG_YTH,uplay,10356,1d258358-25c5-4d60-b333-1938e2fa8d4a,100,0
